Timestamp,Satellite_Name,Latitude,Longitude,Altitude_km,Elevation_Deg,Distance_km,Signal_Strength_Pct,Status
2025-08-22 20:26:24,STARLINK-1131,23.7472,119.2177,382.01,67.93,412.22,67.93,通訊良好
2025-08-22 20:26:54,STARLINK-1131,22.254,120.4751,381.66,61.09,435.99,61.09,通訊良好
2025-08-22 08:05:39,STARLINK-1134,21.2987,122.3796,277.24,37.54,455.04,37.54,訊號不足
2025-08-22 17:33:51,STARLINK-1134,25.3838,120.4049,269.63,62.38,304.3,62.38,通訊良好
2025-08-22 17:34:21,STARLINK-1134,23.87,121.7382,269.04,67.47,291.27,67.47,通訊良好
2025-08-22 10:34:12,STARLINK-1166,22.2932,121.9664,268.02,47.71,362.33,47.71,通訊良好
2025-08-22 20:01:24,STARLINK-1166,25.0453,119.6962,262.32,61.65,298.06,61.65,通訊良好
2025-08-22 20:01:54,STARLINK-1166,23.5253,121.0234,261.89,73.66,272.91,73.66,通訊良好
2025-08-22 20:02:24,STARLINK-1166,21.9916,122.3176,261.48,41.87,391.8,41.87,訊號不足
2025-08-22 10:33:12,STARLINK-1169,22.4751,119.4241,509.86,66.17,557.38,66.17,通訊良好
2025-08-22 10:33:42,STARLINK-1169,23.9232,120.6452,509.92,87.26,510.5,87.26,通訊良好
2025-08-22 10:34:12,STARLINK-1169,25.3591,121.8966,510.0,70.27,541.81,70.27,通訊良好
2025-08-22 10:42:12,STARLINK-1171,22.8598,119.2074,134.74,33.07,246.91,33.07,訊號不足
2025-08-22 10:42:42,STARLINK-1171,24.4292,120.5615,135.07,75.74,139.37,75.74,通訊良好
2025-08-22 10:43:12,STARLINK-1171,25.9833,121.9523,135.43,29.26,277.08,29.26,訊號不足
2025-08-22 19:53:24,STARLINK-1171,24.6878,120.7728,138.22,65.97,151.34,65.97,通訊良好
2025-08-22 19:53:54,STARLINK-1171,23.1222,122.1315,137.91,36.53,231.72,36.53,訊號不足
2025-08-22 08:44:10,STARLINK-1133,21.3659,120.1013,521.06,58.92,608.42,58.92,通訊良好
2025-08-22 08:44:40,STARLINK-1133,22.8189,121.2977,521.27,72.95,545.22,72.95,通訊良好
2025-08-22 18:21:22,STARLINK-1168,22.6702,119.8746,515.4,70.46,546.91,70.46,通訊良好
2025-08-22 18:21:52,STARLINK-1168,21.2136,121.0703,515.11,57.52,610.59,57.52,通訊良好
2025-08-22 18:27:52,STARLINK-1172,24.1191,119.8529,502.9,80.52,509.86,80.52,通訊良好
2025-08-22 18:28:22,STARLINK-1172,22.6697,121.0807,502.64,71.46,530.14,71.46,通訊良好
2025-08-22 18:28:52,STARLINK-1172,21.2088,122.2804,502.4,54.01,620.96,54.01,通訊良好
2025-08-22 18:27:22,STARLINK-1153,21.6571,120.1679,504.81,60.9,577.76,60.9,通訊良好
2025-08-22 10:19:42,STARLINK-1151,21.6117,119.3277,85.05,15.18,324.75,15.18,訊號不足
2025-08-22 10:20:12,STARLINK-1151,23.2091,120.6704,85.36,39.51,134.17,39.51,訊號不足
2025-08-22 10:20:42,STARLINK-1151,24.7921,122.0481,85.69,28.73,178.25,28.73,訊號不足
2025-08-22 19:24:23,STARLINK-1151,25.9588,122.4501,82.82,17.08,282.05,17.08,訊號不足
2025-08-22 17:41:21,STARLINK-1185,24.5942,120.9852,472.98,82.86,476.68,82.86,通訊良好
2025-08-22 17:41:51,STARLINK-1185,23.139,122.2317,472.61,67.75,510.62,67.75,通訊良好
2025-08-22 07:18:08,STARLINK-1184,24.6239,120.1801,563.87,82.54,568.69,82.54,通訊良好
2025-08-22 10:06:42,STARLINK-1143,21.8579,119.9942,59025.72,89.74,59026.31,89.74,通訊良好
2025-08-22 17:58:21,STARLINK-1202,21.4296,120.8207,517.82,59.77,599.31,59.77,通訊良好
2025-08-22 17:58:51,STARLINK-1202,22.8835,122.0196,518.06,69.34,553.68,69.34,通訊良好
2025-08-22 17:24:21,STARLINK-1230,22.4046,119.4566,507.23,65.62,556.9,65.62,通訊良好
2025-08-22 17:24:51,STARLINK-1230,23.8548,120.6777,507.5,86.42,508.49,86.42,通訊良好
2025-08-22 17:25:21,STARLINK-1230,25.2927,121.929,507.78,70.5,538.68,70.5,通訊良好
2025-08-22 03:03:03,STARLINK-1199,21.4633,119.4446,517.04,57.97,609.88,57.97,通訊良好
2025-08-22 02:15:02,STARLINK-1231,21.5134,120.1976,537.94,61.16,614.1,61.16,通訊良好
2025-08-22 16:46:50,STARLINK-1271,21.6775,121.0572,517.86,61.9,587.07,61.9,通訊良好
2025-08-22 16:47:20,STARLINK-1271,23.1296,122.2607,518.04,69.24,554.0,69.24,通訊良好
2025-08-22 00:59:31,STARLINK-1191,25.6643,119.2814,500.11,66.21,546.56,66.21,通訊良好
2025-08-22 01:00:01,STARLINK-1191,24.2276,120.543,499.84,88.05,500.13,88.05,通訊良好
2025-08-22 01:00:31,STARLINK-1191,22.7784,121.7737,499.59,69.37,533.82,69.37,通訊良好
2025-08-22 15:10:48,STARLINK-1215,21.2364,119.107,515.22,54.99,629.06,54.99,通訊良好
2025-08-22 15:11:18,STARLINK-1215,22.6929,120.3033,515.43,72.21,541.33,72.21,通訊良好
2025-08-22 15:11:48,STARLINK-1215,24.138,121.5276,515.66,80.53,522.78,80.53,通訊良好
2025-08-22 21:10:25,STARLINK-1221,25.3102,119.7983,455.25,70.9,481.78,70.9,通訊良好
2025-08-22 21:10:55,STARLINK-1221,23.8585,121.0682,455.09,83.69,457.87,83.69,通訊良好
2025-08-22 21:11:25,STARLINK-1221,22.3943,122.3073,454.96,60.68,521.83,60.68,通訊良好
2025-08-22 16:39:20,STARLINK-1222,22.3909,120.6823,448.15,66.54,488.53,66.54,通訊良好
2025-08-22 16:39:50,STARLINK-1222,23.8572,121.9237,448.37,73.81,466.89,73.81,通訊良好
2025-08-22 15:35:48,STARLINK-1226,21.1511,119.8622,473.02,54.07,584.17,54.07,通訊良好
2025-08-22 15:36:18,STARLINK-1226,22.622,121.0696,473.26,69.88,504.03,69.88,通訊良好
2025-08-22 15:36:48,STARLINK-1226,24.0814,122.3055,473.52,70.78,501.47,70.78,通訊良好
2025-08-22 01:23:31,STARLINK-1227,23.3616,119.7478,470.15,74.72,487.38,74.72,通訊良好
2025-08-22 01:24:01,STARLINK-1227,21.8955,120.9702,469.91,61.86,532.91,61.86,通訊良好
2025-08-22 18:10:51,STARLINK-1246,25.3201,119.2185,517.66,69.12,554.06,69.12,通訊良好
2025-08-22 00:37:30,STARLINK-1270,25.9248,122.202,-41.11,0.0,254.13,0.0,訊號不足
2025-08-22 01:13:01,STARLINK-1301,21.5252,120.3967,79.6,15.24,302.85,15.24,訊號不足
2025-08-22 01:13:31,STARLINK-1301,23.1246,121.7395,79.75,27.05,175.37,27.05,訊號不足
2025-08-22 09:54:41,STARLINK-1277,24.1402,119.6882,-2140.44,0.0,2142.81,0.0,訊號不足
2025-08-22 09:55:11,STARLINK-1277,21.6827,121.8399,-2140.81,0.0,2161.44,0.0,訊號不足
2025-08-22 02:37:33,STARLINK-1300,22.7264,119.1035,516.98,66.49,563.78,66.49,通訊良好
2025-08-22 02:38:03,STARLINK-1300,24.1706,120.3277,517.31,86.03,518.56,86.03,通訊良好
2025-08-22 02:38:33,STARLINK-1300,25.6022,121.5825,517.66,70.2,550.17,70.2,通訊良好
2025-08-22 04:54:35,STARLINK-1302,22.3714,121.5556,409.05,62.16,462.6,62.16,通訊良好
2025-08-22 12:52:45,STARLINK-1305,24.6184,121.2652,338.52,76.76,347.76,76.76,通訊良好
2025-08-22 03:09:03,STARLINK-1319,21.3042,120.8076,173.28,28.77,360.04,28.77,訊號不足
2025-08-22 03:09:33,STARLINK-1319,22.8729,122.1155,173.56,40.51,267.21,40.51,訊號不足
2025-08-22 12:24:44,STARLINK-1319,25.8254,121.5224,170.91,39.72,267.47,39.72,訊號不足
2025-08-22 04:19:05,STARLINK-1266,25.4474,119.6539,415.13,66.73,451.88,66.73,通訊良好
2025-08-22 12:49:15,STARLINK-1267,21.1722,119.9411,410.49,50.48,532.13,50.48,通訊良好
2025-08-22 03:17:33,STARLINK-1307,24.5661,119.5709,444.27,74.65,460.69,74.65,通訊良好
2025-08-22 10:48:13,STARLINK-1255,25.9818,121.7017,410.21,60.81,469.9,60.81,通訊良好
2025-08-22 09:51:41,STARLINK-1260,22.5387,119.5852,510.8,67.63,552.37,67.63,通訊良好
2025-08-22 09:52:11,STARLINK-1260,21.0801,120.7796,510.5,56.3,613.58,56.3,通訊良好
2025-08-22 10:03:12,STARLINK-1263,21.98,120.1829,518.1,64.65,573.32,64.65,通訊良好
2025-08-22 03:36:04,STARLINK-1278,24.2999,120.2562,390.72,83.21,393.48,83.21,通訊良好
2025-08-22 03:36:34,STARLINK-1278,25.7672,121.5568,390.98,62.75,439.79,62.75,通訊良好
2025-08-22 09:12:41,STARLINK-1316,23.1404,120.0423,483.61,75.09,500.45,75.09,通訊良好
2025-08-22 09:13:11,STARLINK-1316,21.6769,121.2565,483.24,59.9,558.58,59.9,通訊良好
2025-08-22 03:20:04,STARLINK-1286,23.8644,119.3645,406.69,71.37,429.18,71.37,通訊良好
2025-08-22 03:20:34,STARLINK-1286,25.3316,120.6508,406.81,71.95,427.86,71.95,通訊良好
2025-08-22 14:35:47,STARLINK-1308,21.3969,120.1253,407.04,52.68,511.81,52.68,通訊良好
2025-08-22 09:16:11,STARLINK-1329,25.9977,120.1672,285.16,53.25,355.88,53.25,通訊良好
2025-08-22 09:16:41,STARLINK-1329,24.495,121.509,284.8,71.95,299.54,71.95,通訊良好
2025-08-22 23:48:28,STARLINK-1329,24.6028,120.1124,294.91,75.34,304.83,75.34,通訊良好
2025-08-22 09:42:11,STARLINK-1338,24.9898,120.6123,392.65,76.43,403.92,76.43,通訊良好
2025-08-22 09:42:41,STARLINK-1338,23.5149,121.8954,392.32,70.12,417.17,70.12,通訊良好
2025-08-22 05:15:06,STARLINK-1350,23.6195,119.557,472.97,74.86,489.99,74.86,通訊良好
2025-08-22 05:15:36,STARLINK-1350,22.1591,120.7855,472.78,64.99,521.68,64.99,通訊良好
2025-08-22 07:53:09,STARLINK-1368,24.1984,119.5719,512.44,77.61,524.67,77.61,通訊良好
2025-08-22 07:53:39,STARLINK-1368,22.7532,120.7979,512.17,73.2,535.01,73.2,通訊良好
2025-08-22 07:54:09,STARLINK-1368,21.2965,121.9957,511.91,56.12,616.63,56.12,通訊良好
2025-08-22 07:57:09,STARLINK-1371,25.6151,120.4617,180.39,47.47,244.8,47.47,通訊良好
2025-08-22 07:57:39,STARLINK-1371,24.0722,121.8289,179.92,57.0,214.54,57.0,通訊良好
2025-08-22 10:42:12,STARLINK-1356,24.5926,120.7968,397.59,82.59,400.93,82.59,通訊良好
2025-08-22 10:42:42,STARLINK-1356,23.1164,122.0691,397.39,65.44,436.92,65.44,通訊良好
2025-08-22 01:50:02,STARLINK-1366,25.3836,120.0547,841014189.97,90.0,841014189.97,90.0,通訊良好
2025-08-22 11:06:13,STARLINK-1366,21.0732,121.9153,822977222.57,90.0,822977222.57,90.0,通訊良好
2025-08-22 05:33:36,STARLINK-1321,24.6267,119.9083,-88.98,0.0,130.21,0.0,訊號不足
2025-08-22 05:34:06,STARLINK-1321,22.9788,121.3412,-89.32,0.0,170.86,0.0,訊號不足
2025-08-22 20:36:54,STARLINK-1331,22.0787,120.2617,93.13,21.77,251.08,21.77,訊號不足
2025-08-22 20:37:24,STARLINK-1331,23.6694,121.6119,93.44,40.81,142.98,40.81,訊號不足
2025-08-22 20:12:24,STARLINK-1347,21.9641,121.5465,381.74,55.98,460.57,55.98,通訊良好
2025-08-22 08:33:10,STARLINK-1364,25.1079,121.0186,379.96,73.45,396.39,73.45,通訊良好
2025-08-22 08:33:40,STARLINK-1364,23.6296,122.3085,379.79,65.26,418.18,65.26,通訊良好
2025-08-22 02:26:32,STARLINK-1452,21.3866,119.8704,-287.82,0.0,428.33,0.0,訊號不足
2025-08-22 16:33:50,STARLINK-1452,21.9956,119.5449,-285.43,0.0,389.62,0.0,訊號不足
2025-08-22 16:34:20,STARLINK-1452,23.7222,121.0217,-285.29,0.0,291.12,0.0,訊號不足
2025-08-22 19:17:23,STARLINK-1453,25.4119,120.0664,356.97,66.61,388.94,66.61,通訊良好
2025-08-22 07:34:39,STARLINK-1454,23.3865,119.2152,389.82,66.31,425.68,66.31,通訊良好
2025-08-22 07:35:09,STARLINK-1454,21.897,120.4653,389.59,57.27,463.1,57.27,通訊良好
2025-08-22 07:09:38,STARLINK-1456,24.6637,121.7535,409.49,73.24,427.66,73.24,通訊良好
2025-08-22 04:42:35,STARLINK-1458,25.5498,120.8828,58.45,20.29,168.55,20.29,訊號不足
2025-08-22 04:43:05,STARLINK-1458,23.9643,122.2881,58.15,19.47,174.42,19.47,訊號不足
2025-08-22 19:34:23,STARLINK-1460,21.3974,120.4709,516.76,59.39,600.42,59.39,通訊良好
2025-08-22 19:34:53,STARLINK-1460,22.8522,121.6695,517.05,71.28,545.92,71.28,通訊良好
2025-08-22 05:31:06,STARLINK-1392,25.6059,119.7851,507.49,69.84,540.61,69.84,通訊良好
2025-08-22 05:31:36,STARLINK-1392,24.1713,121.043,507.22,85.83,508.56,85.83,通訊良好
2025-08-22 05:32:06,STARLINK-1392,22.7241,122.2704,506.96,65.96,555.09,65.96,通訊良好
2025-08-22 20:14:24,STARLINK-1394,24.3331,120.2207,353.62,81.75,357.32,81.75,通訊良好
2025-08-22 20:14:54,STARLINK-1394,25.8132,121.5349,353.89,59.91,408.99,59.91,通訊良好
2025-08-22 19:15:53,STARLINK-1404,24.6042,119.2479,473.91,72.0,498.3,72.0,通訊良好
2025-08-22 19:56:24,STARLINK-1413,23.5059,119.8786,492.43,77.65,504.08,77.65,通訊良好
2025-08-22 19:56:54,STARLINK-1413,24.9512,121.1263,492.66,78.43,502.88,78.43,通訊良好
2025-08-22 18:19:52,STARLINK-1417,22.6862,119.0523,558.68,67.47,604.84,67.47,通訊良好
2025-08-22 18:20:22,STARLINK-1417,24.1151,120.2669,559.0,85.7,560.57,85.7,通訊良好
2025-08-22 18:20:52,STARLINK-1417,25.5317,121.5113,559.33,72.53,586.38,72.53,通訊良好
2025-08-22 20:00:54,STARLINK-1420,24.171,119.7877,388.92,76.89,399.33,76.89,通訊良好
2025-08-22 20:01:24,STARLINK-1420,25.6406,121.0861,389.19,66.18,425.42,66.18,通訊良好
2025-08-22 17:58:21,STARLINK-1400,21.5691,119.1718,-23.1,0.0,325.78,0.0,訊號不足
2025-08-22 17:58:51,STARLINK-1400,23.2061,120.5505,-22.82,0.0,107.13,0.0,訊號不足
2025-08-22 17:59:21,STARLINK-1400,24.8281,121.966,-22.51,0.0,152.62,0.0,訊號不足
2025-08-22 03:58:04,STARLINK-1403,24.8279,121.6797,2310677371.48,90.0,2310677371.48,90.0,通訊良好
2025-08-22 18:44:52,STARLINK-1403,24.9151,120.3678,2307535428.45,90.0,2307535428.45,90.0,通訊良好
2025-08-22 16:59:50,STARLINK-1411,25.4652,119.8057,935638.77,89.99,935638.79,89.99,通訊良好
2025-08-22 17:04:20,STARLINK-1411,21.8844,122.073,935457.9,89.98,935457.94,89.98,通訊良好
2025-08-22 05:21:36,STARLINK-1433,25.1413,122.1472,379.96,63.99,422.8,63.99,通訊良好
2025-08-22 06:13:37,STARLINK-1500,25.633,119.2958,487.37,66.01,533.46,66.01,通訊良好
2025-08-22 06:00:37,STARLINK-1506,21.0231,121.914,493.02,53.19,615.82,53.19,通訊良好
2025-08-22 05:14:06,STARLINK-1477,21.6894,120.9939,551.51,63.55,615.99,63.55,通訊良好
2025-08-22 05:14:36,STARLINK-1477,23.1281,122.1909,551.7,70.94,583.71,70.94,通訊良好
2025-08-22 16:58:20,STARLINK-1478,25.6901,121.3954,383.43,64.02,426.53,64.02,通訊良好
2025-08-22 00:40:00,STARLINK-1494,23.5546,120.7604,46003283.26,90.0,46003283.26,90.0,通訊良好
2025-08-22 13:00:45,STARLINK-1470,24.2735,119.8288,515.65,80.36,523.04,80.36,通訊良好
2025-08-22 13:01:15,STARLINK-1470,22.8327,121.0592,515.34,73.73,536.85,73.73,通訊良好
2025-08-22 13:01:45,STARLINK-1470,21.3804,122.2615,515.05,56.03,621.07,56.03,通訊良好
2025-08-22 04:05:34,STARLINK-1482,21.1205,121.3706,508.01,55.96,613.05,55.96,通訊良好
2025-08-22 13:15:46,STARLINK-1496,24.0592,121.2136,2779687166.69,90.0,2779687166.69,90.0,通訊良好
2025-08-22 22:26:57,STARLINK-1496,25.8786,121.8934,2747546870.04,90.0,2747546870.04,90.0,通訊良好
2025-08-22 05:53:07,STARLINK-1513,21.323,119.9903,472.08,55.78,570.94,55.78,通訊良好
2025-08-22 05:53:37,STARLINK-1513,22.7923,121.2004,472.25,71.39,498.29,71.39,通訊良好
2025-08-22 05:54:07,STARLINK-1513,24.2499,122.4392,472.44,69.26,505.16,69.26,通訊良好
2025-08-22 08:17:40,STARLINK-1522,25.9954,121.4514,569.74,68.85,610.91,68.85,通訊良好
2025-08-22 01:36:31,STARLINK-1526,24.5581,119.2333,482.11,72.31,506.04,72.31,通訊良好
2025-08-22 01:37:01,STARLINK-1526,25.9972,120.5073,482.32,66.75,524.96,66.75,通訊良好
2025-08-22 10:28:12,STARLINK-1555,25.2861,121.1206,490.27,74.61,508.51,74.61,通訊良好
2025-08-22 10:28:42,STARLINK-1555,23.8431,122.376,490.08,70.3,520.53,70.3,通訊良好
2025-08-22 01:16:01,STARLINK-1556,23.6665,119.2717,493.88,72.84,516.9,72.84,通訊良好
2025-08-22 01:16:31,STARLINK-1556,25.1098,120.5223,494.09,77.56,505.98,77.56,通訊良好
2025-08-22 01:17:31,STARLINK-1558,21.7793,120.1631,485.44,61.12,554.4,61.12,通訊良好
2025-08-22 01:18:01,STARLINK-1558,23.2409,121.3779,485.62,75.82,500.87,75.82,通訊良好
2025-08-22 10:49:13,STARLINK-1560,25.6077,120.4203,476.22,70.86,504.09,70.86,通訊良好
2025-08-22 10:49:43,STARLINK-1560,24.1632,121.6873,476.02,77.88,486.87,77.88,通訊良好
2025-08-22 01:18:31,STARLINK-1569,22.9961,120.198,487.98,74.39,506.67,74.39,通訊良好
2025-08-22 01:19:01,STARLINK-1569,24.4471,121.4363,488.17,80.25,495.33,80.25,通訊良好
2025-08-22 01:09:31,STARLINK-1591,21.5242,119.0987,492.99,55.97,594.89,55.97,通訊良好
2025-08-22 01:10:01,STARLINK-1591,22.9853,120.3063,493.18,74.81,511.04,74.81,通訊良好
2025-08-22 01:10:31,STARLINK-1591,24.4347,121.5427,493.38,79.28,502.14,79.28,通訊良好
2025-08-22 09:53:41,STARLINK-1524,23.0572,119.789,490.26,72.9,512.92,72.9,通訊良好
2025-08-22 09:54:11,STARLINK-1524,21.5957,120.9987,490.09,59.84,566.83,59.84,通訊良好
2025-08-22 09:58:12,STARLINK-1541,24.4249,121.0582,-3051.62,0.0,3052.03,0.0,訊號不足
2025-08-22 00:19:30,STARLINK-1543,21.6967,121.3719,489.5,60.16,564.3,60.16,通訊良好
2025-08-22 23:54:28,STARLINK-1543,21.6459,122.084,489.38,57.45,580.59,57.45,通訊良好
2025-08-22 10:13:12,STARLINK-1548,22.5315,119.8556,478.65,67.56,517.85,67.56,通訊良好
2025-08-22 10:13:42,STARLINK-1548,21.0624,121.0588,478.47,54.25,589.54,54.25,通訊良好
2025-08-22 09:52:11,STARLINK-1554,24.8374,121.5578,482.85,76.28,497.03,76.28,通訊良好
2025-08-22 00:49:00,STARLINK-1564,22.2521,119.663,473.27,63.67,528.07,63.67,通訊良好
2025-08-22 00:49:30,STARLINK-1564,23.7139,120.8906,473.46,83.73,476.3,83.73,通訊良好
2025-08-22 00:50:01,STARLINK-1564,25.1634,122.1484,473.67,68.46,509.24,68.46,通訊良好
2025-08-22 10:00:42,STARLINK-1572,24.4521,119.5156,481.36,75.67,496.82,75.67,通訊良好
2025-08-22 10:01:12,STARLINK-1572,22.9991,120.7559,481.17,75.2,497.67,75.2,通訊良好
2025-08-22 10:01:42,STARLINK-1572,21.5343,121.9672,481.0,56.5,576.8,56.5,通訊良好
2025-08-22 10:08:12,STARLINK-1573,22.8788,119.8912,480.67,71.41,507.13,71.41,通訊良好
2025-08-22 10:08:42,STARLINK-1573,21.4129,121.1003,480.51,57.49,569.82,57.49,通訊良好
2025-08-22 09:03:40,STARLINK-1583,24.847,120.0446,514.53,78.83,524.45,78.83,通訊良好
2025-08-22 09:04:10,STARLINK-1583,23.4078,121.2834,514.34,78.79,524.35,78.79,通訊良好
2025-08-22 09:04:40,STARLINK-1583,21.9568,122.493,514.17,59.28,598.09,59.28,通訊良好
2025-08-22 23:23:28,STARLINK-1542,21.2683,119.7899,490.38,55.89,592.26,55.89,通訊良好
2025-08-22 23:23:58,STARLINK-1542,22.7323,120.9934,490.56,71.96,515.92,71.96,通訊良好
2025-08-22 23:24:28,STARLINK-1542,24.1848,122.2254,490.75,72.27,515.21,72.27,通訊良好
2025-08-22 23:34:28,STARLINK-1551,25.6355,119.0137,485.18,64.02,539.72,64.02,通訊良好
2025-08-22 06:10:37,STARLINK-1559,25.8554,121.7801,507.94,66.52,553.78,66.52,通訊良好
2025-08-22 09:10:11,STARLINK-1566,23.0918,119.3445,487.02,69.8,518.93,69.8,通訊良好
2025-08-22 09:10:41,STARLINK-1566,21.6296,120.5559,486.86,60.15,561.35,60.15,通訊良好
2025-08-22 00:00:00,STARLINK-1578,23.9134,122.1957,472.94,71.75,498.0,71.75,通訊良好
2025-08-22 23:28:58,STARLINK-1578,21.4153,122.1341,472.57,54.45,580.8,54.45,通訊良好
2025-08-22 08:46:40,STARLINK-1579,24.7589,122.1122,491.04,71.9,516.6,71.9,通訊良好
2025-08-22 17:28:21,STARLINK-1622,23.2695,120.7649,-1924.83,0.0,1927.28,0.0,訊號不足
2025-08-22 19:31:53,STARLINK-1545,24.4755,121.8696,-1650.49,0.0,1655.31,0.0,訊號不足
2025-08-22 00:13:30,STARLINK-1595,24.0911,120.0786,332.86,79.57,338.45,79.57,通訊良好
2025-08-22 00:14:00,STARLINK-1595,22.5878,121.3615,332.5,60.77,381.03,60.77,通訊良好
2025-08-22 12:24:44,STARLINK-1598,21.7302,122.0845,89.46,16.39,316.99,16.39,訊號不足
2025-08-22 22:37:27,STARLINK-1626,21.9877,120.2648,65.98,15.19,251.85,15.19,訊號不足
2025-08-22 10:06:12,STARLINK-1635,21.3654,121.8549,-1330.02,0.0,1370.64,0.0,訊號不足
2025-08-22 11:01:43,STARLINK-1640,22.3067,119.7028,-2492.29,0.0,2502.61,0.0,訊號不足
2025-08-22 11:02:13,STARLINK-1640,24.9248,122.0372,-2491.93,0.0,2497.24,0.0,訊號不足
2025-08-22 22:58:27,STARLINK-1641,21.054,119.2834,422.7,48.66,563.01,48.66,通訊良好
2025-08-22 02:35:33,STARLINK-1654,23.7817,121.856,35804859.7,90.0,35804859.7,90.0,通訊良好
2025-08-22 12:10:14,STARLINK-1654,22.0704,119.4493,35068493.74,90.0,35068493.74,90.0,通訊良好
2025-08-22 05:07:06,STARLINK-1695,24.6467,122.3432,361.05,63.81,402.37,63.81,通訊良好
2025-08-22 16:07:19,STARLINK-1762,22.6484,119.9716,504.08,70.26,535.57,70.26,通訊良好
2025-08-22 16:07:49,STARLINK-1762,24.0975,121.1984,504.37,84.02,507.12,84.02,通訊良好
2025-08-22 16:08:19,STARLINK-1762,25.534,122.4557,504.66,64.85,557.51,64.85,通訊良好
2025-08-22 09:48:11,STARLINK-1764,23.3695,121.832,51894672.42,90.0,51894672.42,90.0,通訊良好
2025-08-22 15:29:18,STARLINK-1547,21.1248,120.4792,-6249.26,0.0,6258.28,0.0,訊號不足
2025-08-22 12:57:45,STARLINK-1553,21.5532,122.0833,492.49,56.86,588.18,56.86,通訊良好
2025-08-22 01:06:01,STARLINK-1661,23.8136,119.8622,461.7,78.89,470.52,78.89,通訊良好
2025-08-22 01:06:31,STARLINK-1661,22.3477,121.0966,461.39,66.17,504.39,66.17,通訊良好
2025-08-22 11:00:43,STARLINK-1665,23.4052,121.7664,27781.56,89.72,27781.9,89.72,通訊良好
2025-08-22 10:08:12,STARLINK-1707,21.879,120.6738,-5146.52,0.0,5152.66,0.0,訊號不足
2025-08-22 19:39:23,STARLINK-1707,22.1697,120.7899,-5127.21,0.0,5131.91,0.0,訊號不足
2025-08-22 12:34:45,STARLINK-1724,22.9036,120.1354,72.48,26.05,165.04,26.05,訊號不足
2025-08-22 12:35:15,STARLINK-1724,24.4944,121.5125,72.43,37.88,117.97,37.88,訊號不足
2025-08-22 00:27:30,STARLINK-1770,24.5793,120.9416,-102.02,0.0,116.17,0.0,訊號不足
2025-08-22 00:28:00,STARLINK-1770,22.9272,122.3771,-102.28,0.0,242.03,0.0,訊號不足
2025-08-22 21:15:25,STARLINK-1663,25.6907,122.055,-6270.01,0.0,6273.92,0.0,訊號不足
2025-08-22 02:52:33,STARLINK-1672,21.8618,122.3392,405.37,53.04,507.28,53.04,通訊良好
